protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url,account_age_in_days,average_tweets_per_day,followers_following_count
1,0,1,1994,1087,94009,58,1,0,10,0,11,0,0,0,0,1,1,5302,17.730856280648812,2167478
0,0,1,2616,3334,8471,31,1,0,14,0,11,0,0,0,0,1,1,4815,1.759293873312565,8721744
0,1,1,22423121,422,411368,52701,1,1,5,0,14,0,0,0,0,1,1,4918,83.64538430256202,9462557062
0,0,1,497,246,2813,2,1,0,7,0,16,1,0,1,0,1,1,4954,0.5678239806217198,122262
0,0,0,88,770,88,1,1,1,15,0,15,0,0,0,0,1,1,3148,0.02795425667090216,67760
0,0,1,3,3,351,1,1,0,10,0,2,0,0,0,0,1,1,4720,0.07436440677966101,9
0,0,0,2383,2008,310517,177,1,0,9,0,4,0,0,0,0,1,0,4756,65.28952901597981,4785064
0,0,1,33,159,139,0,1,1,14,0,14,0,0,0,0,1,1,3150,0.044126984126984126,5247
1,0,0,199,463,18659,1,1,0,9,0,4,0,0,0,0,1,0,3443,5.419401684577403,92137
0,0,0,164,904,630,1,1,0,8,0,7,0,0,0,0,0,0,4999,0.1260252050410082,148256
0,0,1,9509,3617,69949,62,1,0,13,1,2,0,0,0,0,1,1,4925,14.202842639593909,34394053
0,0,1,32692,8659,185861,25,1,0,13,1,9,0,0,0,0,0,0,4794,38.769503546099294,283080028
0,0,0,351,1558,19698,0,1,1,12,0,13,0,0,0,0,1,0,3499,5.629608459559874,546858
0,0,1,1459,511,30812,97,1,0,10,0,20,0,0,0,0,1,1,4920,6.26260162601626,745549
0,0,0,37,156,106,0,1,1,9,0,9,0,0,0,0,1,1,3147,0.033682872577057515,5772
0,0,1,576,366,5536,3,1,0,13,0,18,0,0,0,0,1,0,4861,1.1388603168072413,210816
0,0,0,26,160,114,0,1,1,14,0,14,0,0,0,0,1,1,3150,0.03619047619047619,4160
0,0,1,397,186,10635,16,1,0,10,0,6,0,0,0,0,1,1,4880,2.1793032786885247,73842
0,0,0,31,136,99,0,1,1,9,0,9,0,0,0,0,1,1,3131,0.0316192909613542,4216
0,0,1,10585,11354,3548,16,1,1,15,0,19,0,0,0,0,1,0,3915,0.906257982120051,120182090
0,0,1,573,491,41044,1,1,0,9,0,15,0,0,0,0,1,1,4788,8.572263993316625,281343
0,0,1,436,1319,5071,8,1,0,12,0,5,0,1,0,0,1,1,4289,1.1823268827232456,575084
0,0,1,76,151,1060,2,1,0,13,0,17,0,0,0,0,1,0,4805,0.2206035379812695,11476
1,0,1,60,151,10278,4,1,0,13,0,12,0,1,0,0,1,1,4957,2.073431510994553,9060
0,0,1,276,897,10091,83,1,0,13,0,7,0,1,0,0,1,1,4718,2.138830012717253,247572
0,0,0,21,130,109,0,1,1,13,0,13,0,0,0,0,1,1,3132,0.034802043422733075,2730
1,0,1,361,191,28847,4,1,0,12,0,13,0,0,0,0,1,1,4891,5.897975874054386,68951
1,0,0,204,0,13560,1,1,0,8,0,16,1,0,0,0,1,0,4915,2.758901322482197,0
0,0,1,14,0,63,0,1,0,12,0,13,0,0,0,0,1,0,4994,0.01261513816579896,0
1,0,1,1395,1157,10859,67,1,0,12,0,20,0,0,0,0,1,0,4853,2.2375849989697096,1614015
0,0,1,25,149,88,0,1,1,8,0,8,0,0,0,0,1,1,3132,0.0280970625798212,3725
0,0,1,416,153,15263,8,1,0,15,0,11,0,0,0,0,1,1,4944,3.087176375404531,63648
0,0,1,332,232,3765,6,1,0,9,0,9,0,0,0,0,1,0,5001,0.7528494301139772,77024
0,0,1,70,159,4697,2,1,0,6,0,20,0,0,0,0,1,0,4887,0.9611213423368119,11130
0,0,0,34,188,129,0,1,1,12,0,12,0,0,0,0,1,1,3151,0.04093938432243732,6392
0,0,1,128,0,2818,2,1,0,11,1,8,0,0,0,0,0,0,4711,0.5981744852472936,0
0,0,1,177,466,2832,4,1,0,8,0,14,0,0,0,0,1,0,4939,0.5733954241749342,82482
0,0,1,3543,3621,11361,92,1,0,10,0,16,0,0,0,0,1,1,4998,2.273109243697479,12829203
0,0,0,37,165,103,0,1,1,11,0,11,0,0,0,0,1,1,3147,0.03272958373053702,6105
1,0,1,50,51,395,1,1,0,11,0,9,0,0,0,0,1,0,4844,0.08154417836498762,2550
0,0,1,1991,927,61433,54,1,0,6,0,4,0,0,0,0,1,0,4957,12.393181359693363,1845657
0,0,1,446,866,7863,31,1,1,12,0,21,0,0,3,0,1,1,4947,1.5894481503941782,386236
0,0,1,18,0,594,0,1,0,10,1,6,0,0,0,0,1,1,4723,0.1257675206436587,0
0,0,1,27,159,110,0,1,1,14,0,14,0,0,0,0,1,1,3152,0.03489847715736041,4293
0,0,1,962,1263,1142837,91,1,0,10,0,20,0,0,0,0,1,1,4942,231.24989882638607,1215006
0,0,0,2,1,4,0,1,0,7,0,6,0,0,0,0,0,0,4797,0.0008338544923910778,2
0,0,1,40011,43855,64550,465,1,1,12,0,33,0,0,3,0,1,1,5065,12.744323790720632,1754682405
0,0,0,3441,1762,1275,340,1,0,7,0,14,0,0,0,0,1,1,4814,0.264852513502285,6063042
0,0,0,40,155,103,2,1,1,11,0,11,0,0,0,0,1,1,3148,0.032719186785260486,6200
0,0,1,3686,251,50631,15,1,0,13,0,5,0,0,0,0,1,1,3782,13.387361184558435,925186
1,0,1,141,76,715,13,1,0,6,0,15,0,0,0,0,1,0,5390,0.1326530612244898,10716
0,0,1,6574,5511,22855,459,1,0,9,0,10,0,0,0,0,1,1,4763,4.798446357337812,36229314
0,0,1,90143,6392,251907,527,1,1,7,0,8,1,0,0,0,1,1,4014,62.757100149476834,576194056
0,0,0,32,165,95,0,1,1,13,0,13,0,0,0,0,1,1,3147,0.030187480139815696,5280
0,0,1,10716,2003,48600,104,1,0,15,0,20,1,1,0,1,1,1,5134,9.466303077522399,21464148
0,0,1,108,233,180,0,1,0,12,1,13,0,0,0,0,0,1,4701,0.03828972559029994,25164
0,0,0,28,175,88,0,1,1,11,0,11,0,0,0,0,1,1,3147,0.027963139497934542,4900
0,0,0,105,0,728,0,1,0,6,1,5,0,0,0,0,1,0,4019,0.18113958696193083,0
0,0,0,15,46,178,1,1,0,8,0,12,0,0,0,0,0,0,4755,0.03743427970557308,690
0,0,0,31,155,97,0,1,1,10,0,10,0,0,0,0,1,1,3143,0.030862233534839325,4805
1,0,0,1935,1,5268,12,1,0,9,0,2,0,1,0,0,1,0,3891,1.353893600616808,1935
0,0,1,603,800,20888,47,1,0,8,0,4,0,0,0,0,1,0,5281,3.9553114940352208,482400
0,0,0,34,166,117,0,1,1,14,0,14,0,0,0,0,1,1,3153,0.037107516650808754,5644
0,0,1,805,562,30537,3,1,0,13,0,25,0,0,0,0,1,0,4847,6.300185681865071,452410
0,0,1,5710,6569,22,17,1,1,12,1,12,0,0,0,0,1,0,3846,0.005720228809152366,37508990
0,0,1,167,207,16273,3,1,0,5,0,3,0,0,0,0,1,0,4753,3.423732379549758,34569
0,1,1,3416392,503,8320,1647,1,0,10,0,14,0,0,0,0,0,0,4166,1.9971195391262602,1718445176
0,0,0,35,164,110,0,1,1,13,0,13,0,0,0,0,1,1,3149,0.03493172435693871,5740
0,0,0,615,1522,20323,3,1,1,11,0,12,0,0,0,0,1,1,4353,4.668734206294509,936030
1,0,1,88,96,694,2,0,0,7,0,14,0,0,0,0,1,0,4718,0.14709622721492158,8448
0,0,0,159,874,116,1,1,1,13,0,13,0,0,0,0,1,1,3146,0.036872218690400506,138966
0,0,0,231,733,973,2,1,0,13,0,12,0,0,0,0,0,0,3668,0.2652671755725191,169323
0,0,1,950,569,67279,42,1,0,9,0,14,0,0,0,0,1,1,5382,12.500743218134522,540550
0,0,1,2239,2000,110803,25,1,0,11,0,19,0,0,0,0,1,0,4207,26.337770382695506,4478000
0,0,0,122,817,108,0,1,1,13,0,13,0,0,0,0,1,1,3152,0.03426395939086294,99674
0,0,1,135,292,249,6,1,0,8,0,9,0,0,0,0,1,1,4994,0.04985983179815779,39420
0,0,1,604,449,61955,5,1,0,11,1,5,0,0,0,0,1,0,3513,17.635923711927127,271196
0,0,0,544,268,57644,14,1,0,15,0,2,0,0,0,0,0,0,4876,11.821985233798195,145792
0,0,1,414,154,63914,17,1,0,9,0,11,0,0,0,0,1,1,4944,12.927588996763754,63756
0,0,1,9017,5834,297546,408,1,0,15,0,12,0,0,12,0,1,1,5060,58.80355731225296,52605178
0,0,1,1347,458,27077,25,1,0,7,0,4,0,0,0,0,1,1,4772,5.674140821458508,616926
0,0,1,2122,293,4043,119,1,0,6,0,4,0,0,0,0,1,0,4870,0.8301848049281314,621746
0,0,1,7111,6689,20296,78,1,0,15,0,15,0,1,0,0,1,1,4816,4.214285714285714,47565479
0,0,0,28,149,80,0,1,1,13,0,13,0,0,0,0,1,1,3148,0.025412960609911054,4172
0,0,1,10124,8728,37793,981,1,0,13,0,11,0,0,0,0,1,1,5189,7.283291578338794,88362272
0,0,0,1,0,6,0,0,1,11,0,20,1,0,0,0,0,0,4337,0.001383444777495965,0
1,0,1,379,472,334480,35,1,0,8,0,4,0,0,0,0,1,1,4845,69.03611971104232,178888
0,0,0,3,0,2,0,0,1,10,0,5,0,0,0,0,0,0,3259,0.000613685179502915,0
0,0,1,873,203,451472,49,1,1,10,1,17,0,0,0,0,0,0,3573,126.35656311223062,177219
0,0,1,2269,360,41818,156,1,0,11,0,12,0,0,0,0,1,1,5517,7.57984411818017,816840
1,0,1,554,1578,8715,17,1,0,6,0,6,0,1,0,0,1,0,5106,1.7068155111633372,874212
1,0,0,91,213,1103,0,1,0,10,0,13,0,0,0,0,1,0,4763,0.2315767373504094,19383
0,0,0,39,176,109,2,1,1,10,0,10,0,0,0,0,1,1,3150,0.0346031746031746,6864
0,0,1,137,249,3821,1,1,0,12,1,12,0,0,3,0,1,1,4926,0.7756800649614292,34113
0,0,1,219,276,2619,9,1,0,7,0,12,0,0,0,0,1,1,4939,0.5302692852804212,60444
0,0,1,294,279,8844,1,1,0,10,0,10,0,0,0,0,1,0,4868,1.8167625308134758,82026
0,0,0,664,1027,22382,1,1,1,9,0,13,0,0,0,0,1,0,3854,5.80747275557862,681928
0,0,1,1148,305,66276,90,1,0,6,0,10,0,0,0,0,1,1,5800,11.426896551724138,350140
0,0,1,26,148,76,0,1,1,10,0,10,0,0,0,0,1,1,3133,0.024257899776571976,3848
0,0,1,190,181,14537,21,1,0,7,0,7,0,0,0,1,1,1,5060,2.8729249011857707,34390
0,0,1,4956,4664,94900,49,1,0,5,0,17,0,0,0,0,1,1,5317,17.848410757946212,23114784
0,0,1,86504,59147,114142,514,1,0,14,0,17,0,0,4,0,1,1,4881,23.384962097930753,5116452088
1,0,0,643,539,25860,0,1,0,9,0,3,0,0,0,0,1,0,4849,5.33305836254898,346577
0,0,1,7000,1617,21421,49,1,0,9,0,15,0,1,0,1,1,1,4864,4.403988486842105,11319000
0,1,0,11263384,668,17060,46333,1,0,12,0,13,0,0,0,1,1,1,5003,3.40995402758345,7523940512
0,1,1,14633,4708,57076,676,1,0,6,0,49,1,0,4,0,1,1,5828,9.793411118737131,68892164
0,0,0,24,162,130,0,1,1,13,0,13,0,0,0,0,1,1,3153,0.041230574056454174,3888
0,0,0,29,146,114,0,1,1,15,0,15,0,0,0,0,1,1,3141,0.03629417382999045,4234
0,0,0,156,9,117,6,1,0,13,0,14,1,1,0,0,1,0,4741,0.02467833790339591,1404
0,1,1,1056370,1964,28456,1861,1,0,10,0,11,0,0,0,0,1,1,4945,5.754499494438827,2074710680
0,1,1,672699,79344,35482,383,1,1,15,1,15,0,0,0,1,1,1,2881,12.315862547726484,53374629456
1,0,1,317,344,3153,17,1,0,12,0,11,0,0,0,0,1,1,5008,0.6295926517571885,109048
0,0,1,1016,683,26096,0,1,0,14,0,14,0,0,0,0,1,0,3572,7.305711086226204,693928
0,0,0,33,3,134,0,0,0,11,0,12,0,0,0,0,0,0,4930,0.02718052738336714,99
0,0,1,515,714,12574,29,1,0,7,0,7,0,0,0,0,1,0,4756,2.6438183347350717,367710
0,0,0,78,729,146,0,1,1,11,0,11,0,0,0,0,1,1,3152,0.04631979695431472,56862
0,0,1,14,0,48,1,1,0,14,0,16,0,0,0,0,0,0,4735,0.01013727560718057,0
0,0,1,1499,1320,31009,1,1,0,13,0,5,0,0,0,0,1,1,3961,7.828578641757132,1978680
0,0,1,238,257,9426,6,1,0,15,1,13,0,0,0,0,1,0,4736,1.990287162162162,61166
0,0,1,323,1262,1083,9,1,0,10,0,14,1,0,0,0,1,0,4833,0.22408441961514589,407626
0,0,0,31,164,83,0,1,1,14,0,14,0,0,0,0,1,1,3135,0.026475279106858055,5084
0,0,1,1381,1265,3325,113,1,0,4,0,4,0,0,5,0,1,1,4841,0.6868415616608139,1746965
0,0,1,2642,2789,92292,56,1,0,15,0,23,0,0,3,0,1,0,4804,19.21149042464613,7368538
0,0,1,98,210,886,3,1,0,9,0,14,0,0,0,0,1,0,4856,0.18245469522240526,20580
0,0,0,45,171,91,0,1,1,12,0,12,0,0,1,0,1,1,3147,0.028916428344455035,7695
0,0,1,206215,1271,122626,87,1,0,12,0,13,0,0,0,0,1,1,4874,25.15921214608125,262099265
0,0,1,157,903,23504,1,1,0,10,1,10,1,0,0,0,1,1,5265,4.4641975308641975,141771
1,0,0,77,874,142916,17,1,0,9,0,8,0,0,0,1,1,0,5257,27.185847441506564,67298
0,0,1,434,467,21015,5,1,0,9,0,13,0,0,0,0,1,1,4911,4.279169211973121,202678
0,0,1,846,2599,23911,13,1,0,9,1,9,1,0,0,0,1,1,4857,4.922997735227507,2198754
0,0,1,971,606,65112,4,1,0,15,0,3,0,0,0,0,1,1,4303,15.131768533581223,588426
0,0,1,819,636,26244,3,1,0,14,1,7,0,0,0,0,1,1,4479,5.8593436034829205,520884
0,0,0,4,43,0,0,1,0,13,0,14,0,0,0,0,0,0,4807,0.0,172
0,0,1,435,0,45,4,1,0,11,1,19,0,0,0,0,1,1,4932,0.009124087591240875,0
0,0,1,510,1134,4118,24,1,1,9,1,14,0,1,0,0,1,1,3396,1.212603062426384,578340
0,0,0,323,182,19609,4,1,0,10,0,1,1,0,0,0,0,0,4924,3.982331437855402,58786
0,0,1,66340,3596,16988,425,1,0,15,0,15,0,0,0,0,1,1,4924,3.4500406173842406,238558640
0,0,1,1,1,2843,0,1,0,12,0,17,0,2,0,0,1,1,3701,0.7681707646582004,1
0,0,0,280,99,37410,13,1,0,14,0,2,0,0,0,1,1,0,5627,6.648302825661987,27720
0,0,1,1228,869,716,59,1,0,11,0,9,0,0,0,0,1,1,5672,0.12623413258110014,1067132
0,0,0,26,171,124,1,1,1,9,0,9,0,0,0,0,1,1,3152,0.03934010152284264,4446
0,0,1,80440,3238,65282,3183,1,1,7,0,15,0,0,0,0,1,1,5341,12.222804718217562,260464720
0,0,1,23,179,111,0,1,1,10,0,10,0,4,5,0,1,1,3153,0.035204567078972404,4117
1,0,1,440,1971,1929,8,1,0,9,0,11,0,0,2,0,1,0,4936,0.39080226904376014,867240
0,0,1,138589,17,79613,70,1,1,9,0,10,0,0,0,0,1,0,3795,20.97839262187088,2356013
0,0,1,435586,759,24283,1522,1,0,12,0,19,0,0,0,0,1,1,4819,5.0390122432039846,330609774
0,0,1,681,433,7458,21,1,0,13,0,17,0,0,0,1,1,1,4953,1.5057540884312537,294873
1,0,1,34,113,1942,2,1,0,15,0,12,0,0,0,0,1,0,4848,0.4005775577557756,3842
0,0,0,146,180,19693,5,1,0,7,0,7,0,0,0,0,1,0,5642,3.4904289259127967,26280
0,0,1,114,299,1843,13,1,0,12,0,13,0,0,0,0,1,1,4864,0.37890625,34086
1,0,0,407,203,16909,3,1,0,11,0,12,0,0,0,0,0,0,4890,3.457873210633947,82621
1,0,0,59,99,2659,0,1,0,11,1,4,0,0,0,0,1,0,5065,0.5249753208292202,5841
0,0,0,4377,1705,21840,11,1,0,7,0,9,0,4,0,0,1,1,3552,6.148648648648648,7462785
0,0,0,45,0,5220,0,1,0,15,0,20,0,0,0,0,0,0,4888,1.0679214402618658,0
0,0,1,606,637,119955,63,1,0,6,0,6,0,0,0,0,1,0,4857,24.697344039530574,386022
1,0,1,362,364,36192,7,1,0,11,1,15,0,0,0,0,1,0,3945,9.174144486692015,131768
0,0,1,5299,864,4205,354,1,0,12,0,15,0,0,0,0,1,1,4975,0.8452261306532663,4578336
0,0,1,5890,6697,3738,10,1,1,15,0,16,0,0,0,0,1,0,3918,0.9540581929555896,39445330
0,0,1,1143,252,26819,39,1,0,7,0,15,0,1,0,1,1,1,4930,5.439959432048681,288036
0,0,1,559,120,60496,7,1,0,14,1,6,0,0,0,0,0,0,4915,12.308443540183113,67080
0,0,1,1462,2830,24936,7,1,0,15,0,15,0,4,0,0,1,1,4718,5.285290377278508,4137460
0,0,1,708,824,38613,20,1,0,14,1,10,0,0,0,0,1,0,4956,7.791162227602905,583392
0,0,1,9785,10888,3,19,1,1,15,0,16,0,0,0,0,1,0,3917,0.0007658922644881287,106539080
1,0,0,159,821,9680,11,1,0,9,0,5,0,0,0,0,1,0,5156,1.8774243599689682,130539
0,0,1,1054,870,65862,225,1,0,5,0,14,0,1,1,0,1,0,4748,13.871524852569502,916980
0,0,1,519,89,5414,18,1,0,12,0,9,0,0,0,0,0,1,4944,1.095064724919094,46191
0,0,1,24,149,140,0,1,1,10,0,10,0,0,0,0,1,1,3153,0.044402156676181415,3576
1,0,1,3,49,36,0,1,0,12,0,5,0,0,0,1,1,1,4708,0.0076465590484282074,147
0,0,0,40,1904,1055,0,1,0,11,0,2,0,0,0,0,0,0,4800,0.21979166666666666,76160
0,1,1,26628,12387,7730,454,1,0,11,0,15,0,0,0,1,1,1,5002,1.5453818472610956,329841036
0,0,0,25,158,73,0,1,1,11,0,11,0,0,0,0,1,1,3134,0.023292916400765796,3950
0,0,1,452,722,13749,25,1,0,7,0,14,0,0,0,0,1,1,4924,2.792242079610073,326344
0,0,1,1604,1859,4914,53,1,0,11,0,11,0,0,0,0,1,1,4946,0.9935301253538212,2981836
0,0,0,751,461,28557,3,1,0,12,0,14,0,0,0,0,1,0,4623,6.177157689811811,346211
0,0,1,28205,6729,29891,161,1,0,13,0,21,0,3,0,0,1,1,4333,6.898453727209786,189791445
0,0,1,505,392,3365,4,1,0,13,0,22,0,0,0,0,1,0,4989,0.6744838645019042,197960
0,0,1,27524,173,10526,139,1,0,8,0,15,0,2,0,0,1,0,4803,2.191546949823027,4761652
0,0,0,11,0,14,1,1,1,14,1,13,0,0,0,0,0,0,4201,0.0033325398714591763,0
0,0,1,14912,419,246096,99,1,0,12,0,13,0,0,0,1,1,0,5105,48.20685602350637,6248128
0,0,1,839,1452,480790,20,1,1,12,1,4,0,0,0,0,1,0,4396,109.36988171064604,1218228
0,0,0,42,164,129,0,1,1,13,0,13,0,0,1,0,1,1,3152,0.04092639593908629,6888
0,0,1,316,166,18594,19,1,0,14,0,15,0,0,0,0,1,1,5024,3.701035031847134,52456
0,0,0,364,406,877,7,1,0,10,0,15,0,0,0,0,1,1,4979,0.17613978710584455,147784
0,0,1,102,78,3987,1,1,0,5,0,17,0,0,0,0,1,0,4971,0.8020519010259505,7956
0,0,0,666,1229,10221,0,1,1,8,0,7,0,0,0,0,0,0,3587,2.8494563702258153,818514
0,0,1,27,47,160,0,1,0,10,0,16,0,0,0,0,0,0,4719,0.033905488450942996,1269
0,0,1,7379,8255,8,18,1,1,12,0,13,0,0,0,0,1,0,3917,0.0020423793719683433,60913645
0,0,0,3,0,13,0,0,1,11,0,11,0,0,0,0,0,0,2764,0.004703328509406657,0
0,0,0,24,145,78,0,1,1,12,0,12,0,0,0,0,1,1,3136,0.024872448979591837,3480
0,0,1,718,32,27372,29,1,0,12,0,5,0,0,0,0,1,1,4855,5.6378990731204945,22976
0,0,0,21,173,107,0,1,1,10,0,10,0,0,0,0,1,1,3141,0.03406558420885068,3633
0,0,0,96532,93587,140042,22,1,1,9,0,12,0,0,1,0,1,1,3996,35.045545545545544,9034140284
1,0,1,13,161,52,0,1,0,9,0,6,0,0,0,0,1,0,4935,0.010536980749746707,2093
0,0,0,27,197,74,6,1,0,13,0,4,0,0,0,0,0,0,4740,0.015611814345991562,5319
0,0,1,557,306,25063,3,1,0,12,0,11,0,0,0,0,1,0,4937,5.076564715414219,170442
0,0,1,6,2,0,0,1,0,8,0,9,0,0,0,0,0,0,4767,0.0,12
1,0,1,1935,840,10465,154,1,0,8,0,18,0,0,0,0,1,1,5244,1.9956140350877194,1625400
0,0,1,212,154,289,2,1,0,12,1,12,0,0,0,0,1,0,4791,0.060321436025881865,32648
0,0,1,190,454,3868,12,1,0,13,1,13,0,1,0,0,1,0,4462,0.8668758404303003,86260
0,0,1,2203,237,112855,5,1,0,7,0,1,0,0,0,0,1,0,4797,23.52616218469877,522111
0,0,0,316,1091,20127,1,1,1,10,0,11,0,0,0,0,1,0,3526,5.708167895632445,344756
1,0,1,171,222,114850,3,1,0,5,0,3,0,0,0,0,1,1,4826,23.79817654372151,37962
1,0,1,446,360,32252,2,1,0,10,0,7,0,0,0,0,0,1,4806,6.710778193924261,160560
0,0,1,524,191,59995,17,1,0,9,0,6,1,0,0,0,1,1,4784,12.540760869565217,100084
0,0,1,213326,425,115693,1266,1,0,13,0,17,0,2,0,0,1,1,4527,25.55621824607908,90663550
1,0,1,434,362,23471,0,1,0,10,0,6,0,0,0,0,1,0,4890,4.799795501022495,157108
0,0,1,165486,36,118649,973,1,0,9,0,17,0,0,0,0,1,1,4322,27.452336881073578,5957496
0,1,1,23821739,262,533955,75592,1,1,7,0,8,0,0,0,1,1,1,5684,93.94000703729768,6241295618
0,0,1,947,237,16955,37,1,0,14,1,14,1,0,1,0,1,1,5181,3.2725342597954064,224439
0,0,1,998,887,14036,31,1,0,13,0,12,0,1,0,0,1,1,4988,2.813953488372093,885226
0,0,1,5,0,111,0,1,1,14,0,13,0,0,0,0,1,1,3940,0.02817258883248731,0
0,0,1,28,202,126,0,1,1,10,0,10,0,1,0,0,1,1,3153,0.039961941008563276,5656
0,0,0,273,289,5261,2,1,0,14,0,5,0,0,0,0,1,0,3643,1.4441394455119407,78897
0,0,0,37,159,92,0,1,1,11,0,11,0,0,0,0,1,1,3146,0.029243483788938335,5883
0,0,1,121340,20080,17810,100,1,0,13,0,17,0,0,0,0,1,0,4384,4.0625,2436507200
1,0,0,0,15,27818,6,1,0,15,0,1,0,0,0,0,0,0,3414,8.14821323960164,0
0,0,1,479,1157,63151,15,1,0,8,0,14,0,0,0,0,1,1,4669,13.5255943456843,554203
0,0,1,21,0,230,0,1,0,14,0,9,1,0,0,0,1,0,4911,0.04683363877010792,0
0,0,1,1076,537,196121,98,1,0,6,0,6,0,0,0,0,1,0,4889,40.114747392104725,577812
1,0,1,605,101,27884,27,1,0,15,0,17,0,0,0,0,0,0,4902,5.6882904936760506,61105
0,0,0,38,159,89,0,1,1,14,0,14,0,0,0,0,1,1,3135,0.02838915470494418,6042
0,0,1,820,580,8767,31,1,0,10,1,9,0,0,4,0,1,0,4852,1.806883759274526,475600
0,0,1,3923,4900,1929,138,1,0,6,0,20,0,0,0,1,1,1,4836,0.3988833746898263,19222700
0,0,1,4557,2720,241758,109,1,0,13,0,8,0,0,0,0,0,1,4939,48.948775055679285,12395040
0,0,1,4512,5447,2181,14,1,1,12,0,13,0,0,0,0,1,0,3917,0.5568036762828695,24576864
0,0,1,35,161,123,0,1,1,15,0,15,0,0,0,0,1,1,3151,0.0390352269120914,5635
0,0,1,893,386,30891,14,1,1,13,0,5,0,0,0,0,1,0,4430,6.97313769751693,344698
0,0,1,231,307,4189,4,1,0,15,0,15,0,0,0,0,0,0,4824,0.8683665008291874,70917
0,0,0,726,1033,20749,5,1,1,14,0,15,0,0,0,0,1,1,4380,4.7372146118721465,749958
0,0,0,106,902,121,0,1,1,11,0,11,0,0,0,1,1,1,3141,0.03852276345113021,95612
0,0,0,16,144,103,0,1,1,14,0,14,0,0,0,0,1,1,3137,0.03283391775581766,2304
0,1,1,99084,3643,49186,557,1,0,14,0,20,0,2,0,0,1,1,4625,10.63481081081081,360963012
1,0,0,549,546,42817,2,1,0,8,0,15,0,0,0,0,1,0,4937,8.672675713996354,299754
0,0,1,257,719,20185,33,1,0,8,0,14,0,0,0,0,1,0,5195,3.8854667949951875,184783
0,0,1,229,109,9271,4,1,0,14,1,12,0,0,0,0,1,0,4994,1.856427713255907,24961
0,0,1,154,619,13729,33,1,0,11,1,11,1,0,0,0,1,0,4762,2.883032339353213,95326
0,0,1,316116,543,115750,1035,1,0,10,0,14,0,0,0,0,1,1,4636,24.96764452113891,171650988
0,0,0,3,22,2,1,1,0,8,0,15,0,0,0,0,1,0,4702,0.0004253509145044662,66
0,0,0,35,166,101,1,1,1,12,0,12,0,0,5,0,1,1,3132,0.032247765006385695,5810
0,0,1,3167,4294,47093,45,1,0,9,0,7,0,0,0,0,1,1,4860,9.689917695473252,13599098
0,0,1,501,301,9535,10,1,0,11,0,11,0,1,0,0,1,1,5067,1.8817840931517664,150801
0,0,0,1347,1645,2216,20,1,0,9,0,12,0,0,0,0,1,0,5405,0.40999074930619794,2215815
0,0,1,37,165,111,0,1,1,14,0,14,0,0,0,0,1,1,3154,0.035193405199746355,6105
0,0,1,75,131,987,5,1,0,8,0,4,0,0,0,0,1,1,4856,0.20325370675453047,9825
0,0,0,25,69,1285,0,1,0,8,0,11,0,0,0,0,1,0,3456,0.37181712962962965,1725
0,0,1,955,744,44857,50,1,0,9,0,6,0,0,0,0,1,1,5619,7.9830930770599755,710520
0,1,0,5236762,50,8483,5953,1,1,9,0,9,0,0,0,0,1,1,4355,1.9478760045924226,261838100
0,1,1,1183,589,7154,33,1,0,11,0,14,0,2,0,0,1,0,4960,1.4423387096774194,696787
1,0,1,467,265,5620,0,1,0,10,0,10,0,0,0,0,0,0,4086,1.3754282917278513,123755
0,0,0,414,1300,1678,36,1,0,7,0,13,0,0,0,0,1,0,4987,0.3364748345698817,538200
0,0,1,31,165,99,1,1,1,13,0,13,0,0,0,0,1,1,3149,0.03143855192124484,5115
0,0,0,27,169,106,0,1,1,13,0,13,0,0,0,0,1,1,3139,0.03376871615164065,4563
0,0,1,1371,803,5478,50,1,0,9,1,14,0,3,0,0,1,0,4846,1.1304168386297977,1100913
0,0,0,25,166,104,0,1,1,11,0,11,0,0,0,0,1,1,3147,0.033047346679377185,4150
0,0,1,1146,251,2974,63,1,0,8,1,15,0,0,0,1,1,1,4940,0.6020242914979758,287646
0,0,1,576,693,50286,7,1,0,10,0,10,0,0,0,0,0,0,4946,10.167003639304488,399168
0,0,1,459,379,21051,1,1,0,15,0,5,0,0,0,0,1,0,4943,4.258749747117135,173961
0,0,1,52,264,2081,2,1,0,12,0,2,0,0,0,0,1,0,4918,0.423139487596584,13728
0,0,1,293,990,1555,35,1,0,8,0,8,0,0,0,0,1,1,4811,0.3232176262731241,290070
0,0,1,709,3840,13805,14,1,0,13,0,9,1,0,0,1,1,1,5689,2.4266127614695026,2722560
0,0,0,62,176,1124,4,1,0,13,0,8,0,0,0,0,0,1,4850,0.23175257731958762,10912
1,0,0,6,2,111,0,1,0,10,0,13,0,0,0,0,0,0,4845,0.022910216718266253,12
0,0,0,66,156,781,0,1,0,9,1,7,0,0,0,0,1,0,4931,0.15838572297708375,10296
0,1,1,56860,9082,37682,1443,1,0,10,0,11,0,1,1,0,1,1,4965,7.589526686807654,516402520
0,0,1,5199,1318,233992,33,1,0,11,0,5,0,0,1,1,1,0,4838,48.365440264572136,6852282
0,0,1,1,1,323,0,0,0,6,0,11,0,0,0,0,0,0,4715,0.06850477200424178,1
