protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url,account_age_in_days,average_tweets_per_day,followers_following_count
1,0,1,735,1650,4660,9,1,0,8,0,6,0,0,0,0,0,0,4932,0.9448499594484996,1212750
0,0,1,485,374,4339,11,1,0,10,0,4,0,0,0,1,1,0,4875,0.890051282051282,181390
0,0,1,614,727,45249,11,1,0,6,1,5,0,1,0,0,1,1,4940,9.159716599190283,446378
0,0,1,179244,332,20752,66,1,0,12,0,19,0,0,0,0,1,1,4495,4.616685205784204,59509008
0,0,1,132251,44282,24966,44,1,0,11,0,9,0,0,0,0,1,0,3923,6.364007137394851,5856338782
0,0,0,1,0,16,0,0,1,13,0,5,0,0,0,0,0,0,3682,0.0043454644215100485,0
1,0,1,189,225,30182,13,1,0,7,0,11,1,0,0,0,1,0,5608,5.381954350927247,42525
0,0,0,28,153,96,0,1,1,13,0,13,0,0,0,0,1,1,3148,0.030495552731893267,4284
0,0,0,30,139,92,0,1,1,15,0,15,0,0,0,0,1,1,3132,0.02937420178799489,4170
0,0,0,12143,13105,786,15,1,1,14,0,6,1,0,0,0,1,0,3918,0.2006125574272588,159134015
0,0,1,245,309,17753,5,1,0,12,0,19,0,0,0,0,1,0,4885,3.634186284544524,75705
0,0,1,170,432,115109,16,1,0,6,0,3,0,0,0,0,1,1,4792,24.021076794657763,73440
0,0,0,612,1352,19857,6,1,1,15,0,17,0,0,0,0,1,1,4396,4.517060964513194,827424
0,1,1,176208,472,57833,1741,1,0,9,0,10,0,0,0,0,1,1,4980,11.613052208835342,83170176
0,0,1,225,555,28447,9,1,0,11,0,17,0,0,0,0,1,0,4859,5.854496810043218,124875
0,0,1,201,740,41234,22,1,0,11,0,11,0,1,0,0,1,1,4090,10.081662591687042,148740
0,0,0,30,148,98,0,1,1,13,0,13,0,0,0,0,1,1,3135,0.03125996810207336,4440
0,0,0,441,79,75904,5,1,0,14,0,3,0,0,0,0,1,0,3695,20.54235453315291,34839
0,0,1,953,899,18621,13,1,0,13,0,5,0,0,0,0,1,1,4802,3.877759266972095,856747
1,0,1,331,45,16350,0,1,0,11,1,15,0,0,0,1,1,1,4796,3.409090909090909,14895
1,0,0,55,71,5384,0,1,0,10,0,14,0,0,0,0,1,0,4883,1.1026008601269712,3905
0,0,1,442,475,11705,32,1,0,7,0,4,0,0,0,0,1,0,4754,2.462137147665124,209950
0,0,1,485,691,26003,47,1,0,12,1,3,0,0,0,0,1,1,4874,5.335043085761182,335135
0,0,1,347,358,19004,0,1,0,12,0,1,0,0,0,0,1,1,4804,3.955870108243131,124226
0,0,1,1021,2455,33212,41,1,0,10,0,11,0,1,1,0,1,1,5031,6.601470880540648,2506555
0,0,1,553,359,38826,7,1,0,12,1,5,0,1,0,0,1,0,3312,11.722826086956522,198527
1,0,1,194,118,12965,1,1,0,10,1,6,0,0,0,0,1,1,4853,2.671543375231815,22892
0,0,0,118,1057,104,1,1,1,14,0,14,0,0,0,0,1,1,3145,0.033068362480127185,124726
0,1,1,1255877,541,11005,9387,1,0,15,0,15,0,0,0,0,1,1,5006,2.1983619656412303,679429457
0,0,1,3534,1735,6916,58,1,0,7,0,7,0,0,0,0,1,1,5132,1.3476227591582228,6131490
0,0,1,231,86,2647,11,1,0,11,0,14,0,0,0,0,1,0,4981,0.531419393696045,19866
0,0,1,168,261,1336,6,1,1,10,0,10,0,0,2,0,1,1,3903,0.342300794260825,43848
0,0,0,36,159,101,0,1,1,14,0,14,0,0,0,0,1,1,3135,0.03221690590111643,5724
0,0,0,431,600,21512,2,1,1,10,0,13,0,0,0,0,1,1,3854,5.581733264141152,258600
0,0,1,141,341,3128,0,1,0,7,0,7,0,0,0,0,1,1,4870,0.6422997946611909,48081
0,0,1,532,265,13905,10,1,0,15,0,7,0,0,0,1,1,1,4919,2.8267940638341127,140980
0,0,0,1344,603,31522,340,1,0,11,1,12,0,2,2,0,1,1,5122,6.154236626317845,810432
0,0,0,466,856,22130,1,1,1,11,0,13,0,0,0,0,1,0,3854,5.742086144265698,398896
0,0,1,4733,102,49570,175,1,0,11,0,15,0,0,0,0,1,1,4733,10.473272765687724,482766
0,0,1,205,174,1917,7,1,0,8,0,12,0,0,0,0,1,1,4961,0.3864140294295505,35670
0,0,1,1061673,403,42580,4104,1,0,15,0,19,0,1,0,0,1,1,4610,9.23644251626898,427854219
0,0,1,570,1083,1963,19,1,0,13,0,15,0,0,0,0,1,0,4710,0.4167728237791932,617310
0,0,0,28,180,102,0,1,1,12,0,12,0,0,0,0,1,1,3142,0.032463399108847865,5040
0,0,1,454,305,13456,1,1,0,10,0,6,0,0,0,0,1,0,3989,3.3732765104036098,138470
0,0,1,2,0,30,0,1,1,8,0,5,0,0,0,0,1,0,4053,0.007401924500370096,0
0,0,1,677867,20033,170144,490,1,1,11,0,12,0,1,1,1,1,1,4754,35.7896508203618,13579709611
0,0,1,4597,6057,5162,31,1,0,15,0,12,0,4,0,1,1,1,4765,1.0833158447009443,27844029
0,0,1,28,147,120,0,1,1,15,0,15,0,0,0,0,1,1,3150,0.0380952380952381,4116
0,0,1,607,362,9610,19,1,0,8,0,12,0,0,0,0,1,0,4948,1.9421988682295876,219734
0,0,1,649,546,10454,2,1,0,9,0,5,0,0,0,0,1,0,3915,2.670242656449553,354354
0,0,0,669,221,6358,1,1,0,13,0,17,0,0,0,0,0,0,4801,1.3243074359508435,147849
0,0,1,86,108,2188,0,1,0,11,0,14,1,0,0,0,1,0,4700,0.465531914893617,9288
0,0,1,28516,2504,1110475,7398,1,1,15,0,15,0,0,2,0,1,0,3470,320.021613832853,71404064
0,0,0,526,1416,20853,4,1,1,9,0,11,0,0,0,0,1,1,4286,4.865375641623892,744816
0,1,1,71051,1437,24606,2891,1,0,15,0,15,0,0,0,1,1,1,5039,4.883111728517563,102100287
0,0,1,1092,1559,1434,12,1,0,9,0,10,0,0,0,0,1,1,4719,0.3038779402415766,1702428
0,0,0,31,150,105,0,1,1,13,0,13,0,0,0,0,1,1,3146,0.03337571519389701,4650
0,0,0,168,1182,4746,4,1,0,7,0,10,0,0,0,0,0,0,4970,0.9549295774647887,198576
0,0,0,139,56,9399,1,1,0,12,0,11,0,1,0,0,1,0,4638,2.0265200517464423,7784
0,0,0,134,1134,93,3,1,1,13,0,13,0,0,0,0,1,1,3147,0.029551954242135366,151956
0,0,0,4,5,64,1,1,0,11,0,20,0,0,0,0,0,0,4896,0.013071895424836602,20
1,0,0,88,60,5313,0,1,0,8,0,7,0,0,0,0,1,0,4726,1.1242065171392297,5280
0,0,0,1831,995,98943,86,1,1,7,0,5,0,0,0,0,1,1,3927,25.195569136745608,1821845
0,0,1,177,2279,27825,23,1,0,8,1,4,0,0,0,0,1,0,5010,5.553892215568863,403383
1,0,1,434,160,2587,1,1,0,5,0,14,0,0,0,0,1,0,4952,0.5224151857835219,69440
0,0,1,284,625,15314,15,1,0,11,0,5,0,0,0,0,1,0,4763,3.2152005038841067,177500
0,0,0,340,48,11897,26,1,0,4,0,4,0,0,0,0,1,0,5529,2.151745342738289,16320
0,0,0,31,156,126,0,1,1,13,0,13,0,0,0,0,1,1,3149,0.040012702445220705,4836
0,0,0,32,161,81,0,1,1,11,0,11,0,0,0,0,1,1,3147,0.025738798856053385,5152
1,0,1,2437,1,114695,100,0,0,15,1,2,0,0,0,0,1,0,4811,23.840157971315733,2437
0,0,1,2034,1847,11517,101,1,0,5,0,8,0,1,2,0,1,1,5309,2.169335091354304,3756798
0,0,1,458,306,13287,1,1,0,11,0,3,1,1,0,0,1,1,4472,2.9711538461538463,140148
0,0,1,271,612,140,0,1,0,7,0,8,0,0,0,0,1,0,4718,0.02967359050445104,165852
0,0,1,416,521,94826,14,1,0,12,1,5,0,0,0,1,1,0,4934,19.218889339278476,216736
0,0,1,830,1373,4746,79,1,0,6,0,10,0,0,0,0,1,1,4760,0.9970588235294118,1139590
0,0,1,66,267,1692,15,1,0,14,0,6,0,0,0,0,1,0,4860,0.34814814814814815,17622
1,0,1,276,286,14852,1,1,0,8,1,5,0,0,1,0,1,1,4841,3.0679611650485437,78936
0,0,0,13,59,38,0,1,0,8,0,18,0,0,0,0,0,0,4703,0.008079948968743355,767
0,0,1,1563,1230,120374,84,1,0,13,1,4,0,1,0,1,1,0,4789,25.135518897473375,1922490
1,0,1,496,712,169932,44,1,0,7,0,7,0,1,0,0,1,0,5465,31.09460201280878,353152
0,0,1,757,1032,39236,34,1,0,10,0,22,1,0,0,0,1,1,5513,7.116996190821694,781224
0,0,1,603,1242,28234,22,1,0,12,0,20,0,0,0,0,1,1,5270,5.357495256166983,748926
1,0,1,93,408,13033,0,1,0,8,0,11,0,0,0,0,1,0,4908,2.6554604726976363,37944
0,0,1,31,131,76,0,1,1,14,0,14,0,0,0,0,1,1,3136,0.02423469387755102,4061
0,0,1,1788,78,379740,77,1,0,10,1,16,0,0,0,0,1,1,4750,79.94526315789474,139464
0,0,1,1420,99,13571,6,1,0,8,0,5,0,0,0,0,1,0,4847,2.7998762120899525,140580
0,0,1,73,261,795,1,1,0,8,0,12,0,0,0,0,1,0,3778,0.210428798305982,19053
0,0,1,252,174,11016,23,1,0,7,0,20,0,0,0,0,1,0,5610,1.9636363636363636,43848
1,0,1,72,206,248491,5,1,0,6,1,4,0,0,0,0,1,0,4763,52.17111064455175,14832
0,0,1,415,706,10476,1,1,0,8,0,4,0,0,0,0,0,0,4574,2.290336685614342,292990
0,0,1,2907,871,85898,212,1,0,8,0,13,0,0,0,0,1,0,5232,16.41781345565749,2531997
0,0,1,537,366,7058,53,1,0,13,0,4,0,0,0,0,1,1,4980,1.417269076305221,196542
0,0,0,28,156,94,0,1,1,15,0,15,0,0,0,0,1,1,3146,0.029879211697393517,4368
0,0,0,10,473,69,0,1,1,11,0,13,0,0,0,0,1,0,3340,0.02065868263473054,4730
0,0,1,10351,0,1709005,99,1,0,3,0,13,0,0,0,0,1,1,5546,308.1509195816805,0
0,0,1,601,120,8962,13,1,0,6,0,6,0,0,0,1,1,1,4964,1.8053988718775182,72120
0,0,0,32,151,80,0,1,1,11,0,11,0,0,1,0,1,1,3134,0.025526483726866625,4832
0,0,0,118,634,97,0,1,1,10,0,10,0,0,0,0,1,1,3147,0.030823006037496027,74812
0,0,1,412,660,30372,29,1,0,7,0,15,0,0,0,0,1,1,4877,6.227598933770761,271920
1,0,1,43,130,20576,4,1,0,9,0,9,0,0,0,0,0,0,4751,4.330877709955799,5590
0,1,1,2278175,238,186912,20978,1,1,14,1,5,0,0,0,1,1,1,4537,41.19726691646463,542205650
0,0,1,3187,1826,92278,143,1,0,6,0,18,0,0,0,0,1,1,5659,16.30641456087648,5819462
0,0,1,299,180,30988,1,1,0,12,0,17,0,0,0,0,1,0,4835,6.409100310237849,53820
0,0,0,29,480,788,0,1,0,13,0,13,0,0,0,0,0,0,4938,0.1595787768327258,13920
0,0,1,39,168,129,0,1,1,12,0,12,0,0,3,0,1,1,3152,0.04092639593908629,6552
0,0,0,2769,1172,132643,21,1,0,15,1,32,0,0,0,0,1,1,4714,28.138099278744168,3245268
0,0,1,35,151,96,0,1,1,11,0,11,0,0,0,0,1,1,3134,0.03063178047223995,5285
0,0,1,125,604,5621,1,1,0,14,1,14,1,0,0,0,1,1,4956,1.134180790960452,75500
1,0,1,1120,340,13721,6,1,0,10,0,13,0,0,0,0,1,0,4899,2.800775668503776,380800
0,0,1,4709,1319,16529,356,1,0,8,1,8,0,2,0,0,1,1,4732,3.493026204564666,6211171
0,0,1,42,146,94,0,1,1,15,0,15,0,0,2,0,1,1,3149,0.029850746268656716,6132
0,0,0,29,146,99,0,1,1,8,0,8,0,0,0,0,1,1,3142,0.03150859325270528,4234
0,0,1,34,173,119,0,1,1,11,0,11,0,0,0,0,1,1,3153,0.0377418331747542,5882
0,0,1,705,0,13033,9,1,0,9,0,13,0,0,0,0,1,1,5242,2.4862647844334225,0
0,0,0,27,129,76,0,1,1,12,0,12,0,0,0,0,1,1,3132,0.024265644955300127,3483
1,0,1,245,465,2026,2,1,0,10,0,12,0,0,0,0,1,0,4803,0.42181969602331876,113925
0,0,0,233,444,2480,5,1,0,8,0,10,0,0,0,0,0,0,4924,0.503655564581641,103452
0,0,0,35,143,80,0,1,1,9,0,9,0,0,0,0,1,1,3132,0.02554278416347382,5005
0,0,1,116,160,3303,0,1,0,14,0,14,0,0,0,0,1,1,4729,0.6984563332628463,18560
0,0,1,63,265,978,1,1,0,6,0,6,0,0,0,0,1,0,4724,0.20702794242167655,16695
0,0,1,1056,2677,56919,25,1,0,6,0,11,0,1,3,0,1,0,4860,11.711728395061728,2826912
0,0,1,104,197,2298,15,1,0,9,0,2,0,0,0,0,1,0,4840,0.47479338842975205,20488
0,0,1,74819,47850,124660,1222,1,1,12,1,16,0,1,0,0,1,0,4943,25.219502326522356,3580089150
1,0,1,322,450,34111,11,1,0,7,0,8,0,0,0,0,0,1,4922,6.930312880942706,144900
0,0,0,21,153,104,2,1,1,12,0,12,0,0,0,0,1,1,3147,0.033047346679377185,3213
0,0,0,3365,4165,40181,424,0,0,15,0,13,0,0,0,0,0,0,4820,8.336307053941908,14015225
0,0,1,2007,3109,9043,19,1,0,11,0,13,0,0,0,0,1,1,4818,1.876919883769199,6239763
0,0,0,37,0,2082,0,0,0,7,0,16,0,0,0,0,0,0,4899,0.42498469075321493,0
0,0,1,53,72,21,0,1,0,9,0,3,0,0,0,0,1,0,4798,0.004376823676531888,3816
0,0,1,850,247,56833,44,1,0,7,0,8,0,1,0,0,1,1,5015,11.33260219341974,209950
0,0,1,8575,1599,6771,130,1,0,10,0,11,0,0,0,0,1,1,5030,1.3461232604373758,13711425
0,0,1,382,539,54441,13,1,0,8,0,6,0,0,0,0,1,1,4954,10.989301574485264,205898
0,1,1,1176844,1977,52300,1810,1,0,11,0,12,0,1,1,0,1,1,5021,10.41625174268074,2326620588
0,0,1,4366,0,569,313,0,0,15,0,17,0,0,0,0,1,1,4913,0.11581518420516995,0
0,0,1,1622,632,59386,35,1,0,10,1,12,0,0,0,0,1,1,4678,12.69474134245404,1025104
0,0,0,2198,0,2771,10,1,0,13,0,14,0,0,0,0,0,1,4842,0.5722841800908716,0
0,0,1,140,1175,114,2,1,1,12,0,12,0,0,0,0,1,1,3150,0.03619047619047619,164500
0,0,0,45,86,942,0,1,0,10,1,10,1,0,0,0,1,0,5225,0.1802870813397129,3870
0,0,0,31,177,142,0,1,1,15,0,15,0,0,0,0,1,1,3153,0.04503647320012686,5487
0,0,1,1207,1051,61348,1,1,1,8,1,12,0,0,0,0,1,0,4269,14.370578589833684,1268557
0,0,1,922,1026,80102,22,1,0,12,0,15,0,0,1,0,1,0,4911,16.310731012013846,945972
1,0,0,574,458,48773,12,1,0,6,0,3,0,0,0,1,1,1,5283,9.232065114518266,262892
0,0,1,84,178,985,1,1,0,14,1,6,0,0,0,0,1,0,4760,0.20693277310924368,14952
0,0,1,25,159,94,0,1,1,13,0,13,0,0,0,0,1,1,3132,0.030012771392081736,3975
0,0,1,49,150,137,0,1,1,12,0,12,0,0,0,0,1,1,3150,0.04349206349206349,7350
0,0,1,8589,7433,318512,638,1,0,14,0,16,0,0,0,0,1,1,5018,63.473893981666,63842037
0,0,1,1924,209,726543,71,1,1,13,0,10,0,0,0,0,1,0,4281,169.7133847231955,402116
1,0,1,69,288,7025,0,1,0,8,0,12,0,0,0,0,1,0,5059,1.3886143506621862,19872
0,0,1,987,547,3256,26,1,0,15,0,15,0,0,0,1,1,1,4925,0.6611167512690356,539889
0,0,1,835,495,59520,3,1,0,12,0,3,0,0,0,0,1,1,4014,14.828101644245143,413325
1,0,1,3159,1549,17194,432,1,0,8,0,13,0,1,0,1,1,1,4768,3.6061241610738257,4893291
0,0,0,3,30,6,0,0,0,12,0,5,0,0,0,0,0,0,4704,0.0012755102040816326,90
0,0,1,1168,813,15171,11,1,0,10,0,7,0,0,0,0,1,1,4944,3.0685679611650487,949584
0,0,0,129,781,108,1,1,1,11,0,11,0,5,4,0,1,1,3141,0.034383954154727794,100749
0,0,0,65,0,8304,0,0,0,10,1,10,1,0,0,0,0,0,4777,1.7383294954992674,0
0,0,1,297,355,83917,27,1,0,13,0,9,1,0,0,0,1,0,4833,17.363335402441546,105435
0,0,1,370,0,30446,15,1,0,8,0,4,0,0,0,0,1,1,4962,6.135832325675131,0
0,0,1,987,444,58847,54,1,1,9,0,9,0,0,0,0,1,0,4647,12.663438777706046,438228
0,0,0,28,150,107,1,1,1,13,0,13,0,0,0,0,1,1,3133,0.03415256942227896,4200
0,0,1,105,1161,125,0,1,1,15,0,15,0,0,0,0,1,1,3152,0.03965736040609137,121905
0,0,1,32,148,144,1,1,1,13,0,13,0,0,0,0,1,1,3154,0.045656309448319596,4736
0,0,0,109,824,84,4,1,1,12,0,12,0,0,0,0,1,1,3134,0.026802807913209957,89816
1,0,1,29,34,2223,14,1,0,6,0,1,0,0,0,0,1,1,4920,0.45182926829268294,986
0,0,1,398,552,4603,16,1,0,7,0,10,0,0,0,0,1,0,4759,0.9672200042025636,219696
0,0,1,25524,1498,34009,992,1,0,15,0,6,0,1,1,0,1,1,5684,5.983286418015482,38234952
0,0,0,324,1779,8116,2,1,0,9,0,4,0,0,0,0,0,0,5198,1.5613697575990766,576396
0,0,1,8,30,1180,0,1,0,11,0,16,0,0,0,0,1,1,4916,0.24003254678600489,240
0,0,0,21,139,107,0,1,1,15,0,15,0,0,0,0,1,1,3140,0.03407643312101911,2919
0,1,1,5718,489,94594,108,1,0,12,0,36,1,0,0,1,1,1,5022,18.835921943448824,2796102
0,0,1,11379,11562,7,27,1,1,12,0,14,0,0,0,0,1,0,3916,0.001787538304392237,131563998
1,0,1,1226,2517,63738,57,1,0,9,0,9,0,0,0,0,1,1,5098,12.502550019615535,3085842
0,0,0,47,252,149,0,1,1,10,0,17,0,0,0,0,0,0,3211,0.04640298972282778,11844
0,0,1,70,283,1113,0,1,0,13,1,13,0,0,0,0,0,0,3739,0.29767317464562715,19810
0,0,1,1944,1472,279082,27,1,0,10,0,27,0,2,0,1,1,1,4902,56.932272541819664,2861568
0,0,0,28,143,110,0,1,1,12,0,12,0,0,0,0,1,1,3147,0.03495392437241818,4004
0,0,0,277,0,18369,0,0,0,15,0,5,0,0,0,0,0,0,4768,3.852558724832215,0
0,0,1,1140,970,142487,19,1,0,10,0,15,0,0,0,0,1,1,4900,29.078979591836735,1105800
0,0,1,2450,384,85096,40,1,0,6,0,4,0,0,0,1,1,1,4996,17.032826261008807,940800
0,0,0,79,131,141,0,1,0,11,0,12,0,0,0,0,1,0,4717,0.02989188043247827,10349
1,0,1,11,57,493,0,1,0,15,0,15,0,0,0,0,1,0,4824,0.10219734660033168,627
1,0,1,20,135,2778,0,1,0,9,0,5,0,0,0,0,1,0,5065,0.5484698914116486,2700
0,0,1,29,163,116,0,1,1,13,0,13,0,0,0,0,1,1,3153,0.03679035838883603,4727
0,0,1,3264,1981,12741,124,1,0,6,1,17,1,0,0,0,1,1,4846,2.629178704085844,6465984
0,0,1,267,332,1150,41,1,0,7,0,12,0,0,0,0,1,1,4973,0.2312487432133521,88644
0,0,0,8,0,73,0,1,1,10,0,15,0,0,0,1,1,0,3744,0.019497863247863248,0
0,0,0,24,171,108,0,1,1,11,0,11,0,1,4,0,1,1,3149,0.03429660209590346,4104
0,0,1,28,151,83,0,1,1,11,0,11,0,0,0,0,1,1,3139,0.026441541892322395,4228
0,0,1,323,867,3767,10,1,0,9,0,7,0,0,0,0,1,0,4974,0.7573381584238038,280041
0,0,1,837,147,80,20,1,0,13,0,14,0,0,0,0,1,0,4721,0.016945562380851514,123039
1,0,1,358,522,36920,3,1,0,10,0,9,0,0,0,0,1,1,5273,7.001706808268538,186876
0,0,1,24,77,439,1,1,0,8,1,6,0,0,0,0,0,0,4861,0.0903106356716725,1848
1,0,1,689,569,52143,5,1,0,8,0,4,0,0,0,0,1,1,4858,10.73342939481268,392041
0,0,0,2244,1715,3547,27,1,0,3,0,3,0,0,0,0,1,0,5726,0.6194551170101292,3848460
0,0,0,22,158,81,0,1,1,9,0,9,0,0,0,0,1,1,3137,0.025820847943895442,3476
0,0,0,753,947,1329,5,1,1,15,0,16,0,0,0,0,1,0,3199,0.41544232572678963,713091
1,0,1,164,657,1684,3,1,0,14,0,10,0,0,0,0,1,0,4803,0.35061419945867167,107748
0,0,1,17991,1976,84712,154,1,0,10,0,16,0,0,0,0,1,0,4960,17.079032258064515,35550216
1,0,1,372,226,24476,0,1,0,15,0,6,0,0,0,0,0,0,4028,6.076464746772592,84072
0,1,1,1229572,510,11880,2936,1,1,13,0,15,0,2,0,0,1,0,4620,2.5714285714285716,627081720
1,0,1,387,85,16207,1,1,0,11,0,12,0,0,0,0,1,0,4738,3.420641620937104,32895
0,0,0,19,141,89,0,1,1,14,0,14,0,0,0,0,1,1,3133,0.02840727736993297,2679
0,0,1,660,441,59320,78,1,0,8,0,2,0,0,0,0,1,0,4794,12.373800584063412,291060
0,0,1,868,233,15300,36,1,0,10,0,10,0,0,0,0,1,1,4975,3.0753768844221105,202244
0,0,1,195,240,134714,14,1,0,6,0,25,0,0,0,0,1,0,4925,27.35309644670051,46800
0,0,1,29749,220,27322,224,1,0,9,0,12,0,0,0,0,1,1,4891,5.586178695563279,6544780
0,0,0,37,152,76,0,1,1,13,0,13,0,0,0,0,1,1,3136,0.02423469387755102,5624
0,0,1,67,292,306,0,1,1,14,0,14,0,0,0,0,1,1,3154,0.09701965757767914,19564
0,0,1,1492,2051,176949,59,1,0,7,1,18,0,1,0,0,1,1,5352,33.062219730941706,3060092
0,0,1,7677,4206,40143,358,1,0,12,0,12,0,0,0,0,1,1,5645,7.111248892825509,32289462
0,0,1,257,0,8591,1,1,0,9,0,9,0,0,0,0,1,0,4951,1.735205009089073,0
0,0,1,6109,8265,8957,49,1,0,14,1,19,0,0,0,0,1,1,4732,1.8928571428571428,50490885
0,0,1,421,283,17073,13,1,0,14,1,27,1,0,0,1,1,1,4896,3.4871323529411766,119143
0,0,1,95,240,1369,1,1,0,13,0,14,0,0,0,0,1,0,4802,0.28508954602249065,22800
0,0,0,509,13,6756,88,1,0,8,0,8,0,0,0,0,1,1,4792,1.4098497495826376,6617
0,0,1,128,978,112,2,1,1,13,0,13,0,0,9,0,1,1,3148,0.035578144853875476,125184
0,0,0,31,153,105,0,1,1,12,0,12,0,0,0,0,1,1,3145,0.033386327503974564,4743
1,0,0,98,0,4641,0,1,0,12,0,4,0,0,4,0,1,1,4892,0.9486917416189697,0
0,0,0,29,164,89,0,1,1,10,0,10,0,1,0,0,1,1,3131,0.028425423187480037,4756
0,0,1,107,0,12429,10,1,0,8,0,8,0,0,0,1,1,0,4928,2.5221185064935066,0
1,0,1,83,624,7696,1,1,0,12,0,5,0,0,0,0,1,0,3648,2.1096491228070176,51792
0,0,0,35,150,93,0,1,1,13,0,13,0,0,0,0,1,1,3137,0.02964615875039847,5250
0,0,1,32,152,75,0,1,1,14,0,14,0,0,0,0,1,1,3138,0.02390057361376673,4864
0,0,1,753,1923,32414,30,1,0,7,0,7,0,0,0,1,1,1,5620,5.767615658362989,1448019
0,0,0,854,1204,32496,18,1,0,10,0,17,0,0,0,0,1,1,4987,6.516141969119711,1028216
0,0,1,293,256,8741,47,1,0,10,0,10,0,0,0,0,1,1,4746,1.8417614833544038,75008
1,0,1,943,449,21233,3,1,0,11,0,7,0,0,0,0,1,1,4817,4.407930247041727,423407
0,0,0,13,49,468,0,1,0,5,0,13,0,0,0,0,0,0,4824,0.09701492537313433,637
0,0,0,33,167,111,0,1,1,13,0,13,0,0,0,0,1,1,3149,0.03524928548745634,5511
0,0,1,1270,2016,23523,73,1,0,13,0,11,0,1,3,0,1,0,4998,4.706482593037215,2560320
0,0,1,2203,2,1127878,79,1,0,11,1,8,0,0,0,0,1,1,4797,235.121534292266,4406
0,0,0,302,19,2273,3,1,0,10,1,9,0,0,0,0,1,1,4874,0.46635207221994257,5738
0,0,1,126,316,2773,7,1,0,10,0,11,0,1,0,0,1,0,5114,0.5422369964802503,39816
0,0,1,1302,906,50073,7,1,0,14,0,9,0,1,0,0,1,1,4162,12.03099471407977,1179612
0,0,1,262,224,28482,17,1,0,6,0,5,0,0,0,0,1,0,5158,5.521907716169058,58688
0,0,1,89,57,3771,0,1,0,11,0,11,0,0,0,0,1,1,4911,0.7678680513133781,5073
0,0,1,480,340,33599,3,1,0,11,0,12,0,0,0,0,1,0,4802,6.9968763015410245,163200
0,0,1,292,72,43629,9,1,0,15,0,19,0,0,0,0,1,0,4974,8.771411338962606,21024
0,0,0,1384,1447,33162,1,1,0,10,0,5,0,0,0,0,1,0,3343,9.919832485791206,2002648
0,0,1,101157,21772,103109,232,1,0,13,0,19,0,0,1,0,1,0,3750,27.495733333333334,2202390204
0,0,1,325,692,6995,7,1,0,7,0,16,0,0,0,0,1,0,4884,1.4322276822276823,224900
0,0,1,298,183,3557,2,1,0,10,0,4,0,0,0,0,1,0,4425,0.8038418079096045,54534
0,0,1,366,1591,10177,11,1,0,12,0,13,0,0,0,0,1,0,5062,2.0104701698933227,582306
0,0,1,295,287,14287,1,1,0,8,0,2,0,0,0,0,1,1,4008,3.564620758483034,84665
0,0,1,363,416,39928,1,1,1,12,0,5,0,0,0,0,0,0,3680,10.85,151008
0,0,1,24,172,114,0,1,1,15,0,15,0,0,0,0,1,1,3153,0.03615604186489058,4128
0,0,1,973,1806,16795,39,1,0,11,0,6,0,0,0,0,1,0,4917,3.4157006304657314,1757238
1,0,1,112,0,13916,6,1,0,14,0,5,0,0,0,0,0,0,4995,2.785985985985986,0
0,0,0,2915,160,26351,149,1,0,7,0,39,1,0,0,1,1,1,5509,4.783263750226902,466400
0,0,1,11630,16786,8937,9,1,1,10,0,13,0,0,0,0,1,1,3935,2.271156289707751,195221180
0,0,1,147,359,71219,26,1,0,7,0,6,0,0,0,0,1,0,4779,14.902490060682151,52773
0,0,0,223,1485,18028,0,1,1,10,1,10,0,0,0,0,1,0,3331,5.41218853197238,331155
0,0,0,477,353,14500,1,1,0,13,0,14,0,0,0,0,1,1,4739,3.0597172399240344,168381
0,0,1,233,364,21942,7,1,0,13,0,14,0,1,0,0,1,1,4836,4.537220843672457,84812
0,0,1,182,685,135,0,1,1,14,0,14,0,0,0,0,1,1,3151,0.04284354173278324,124670
0,0,0,29,143,104,0,1,1,9,0,9,0,0,0,0,1,1,3149,0.03302635757383296,4147
0,1,1,24365,1454,12848,499,1,0,11,1,16,0,0,0,0,1,1,4869,2.6387348531525983,35426710
0,0,1,341,669,16570,5,1,0,8,1,7,0,0,0,0,1,1,3919,4.228119418218934,228129
0,0,1,369,305,33821,2,1,0,11,1,10,0,0,0,0,1,0,4858,6.96191848497324,112545
0,1,1,1146136,728,15274,3466,1,0,13,0,15,0,3,1,0,1,1,4838,3.1570897064902854,834387008
0,0,1,825,736,99620,12,1,0,8,0,7,0,0,0,0,1,1,5037,19.77764542386341,607200
0,0,1,1050,998,14362,19,1,0,13,0,16,0,0,0,0,1,1,4900,2.931020408163265,1047900
0,0,1,11662,4967,151807,142,1,0,14,0,12,0,2,1,0,1,1,4461,34.029813943062095,57925154
0,0,1,3117,4646,311692,87,1,0,13,0,20,0,1,0,0,1,1,4892,63.71463614063778,14481582
0,0,1,924,536,39382,3,1,0,13,0,14,0,0,0,0,1,0,4914,8.014245014245015,495264
0,0,1,2143,885,47638,5,1,0,9,0,3,0,0,0,0,0,0,3391,14.048363314656443,1896555
0,0,1,4146,2245,8137,203,1,0,10,1,10,0,2,0,0,1,1,5241,1.5525663041404312,9307770
