protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url,isBot
0,0,0,-0.1942102219085552,-0.27465145088897003,-0.4201430791429284,-0.23038573722479516,1,-0.655474716729547,0,0.44977949995661226,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,0,-0.1927735952837392,-0.248719617239754,-0.28146327773426416,-0.22270409064881877,1,-0.655474716729547,0,-0.30341984771061986,0,-0.3032221850577562,-0.31299496262369464,0,0,0,0
0,0,0,-0.19486076981413225,-0.27465145088897003,-0.4206326195412444,-0.23038573722479516,1,-1.3927019391852382,0,-0.30341984771061986,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,0,-0.19499630062779413,-0.27465145088897003,-0.42077248822647756,-0.23038573722479516,1,0.08175250572614423,0,-0.30341984771061986,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,0,-0.19225857819182401,-0.2629992613197188,0.13179623637271987,-0.20734079749686596,1,0.8189797281818355,0,-1.5085388039781913,0,-0.3032221850577562,-0.31299496262369464,0,1,0,0
0,0,1,-0.14850923154176668,-0.1460204170166473,-0.13956649656523754,-0.08827527556923163,1,-0.2868611055017014,1,-0.30341984771061986,0,2.1283126786648836,-0.31299496262369464,1,1,1,0
0,0,1,-0.1922856843545564,-0.09095810944430313,-0.3650697843323772,-0.20734079749686596,1,0.08175250572614423,0,-0.30341984771061986,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,1,-0.19461681434954087,-0.25717316653509315,-0.41995075970073287,-0.23038573722479516,1,-1.0240883279573927,0,0.14849976088971945,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,0,-0.19472523900047037,-0.2625423127091599,-0.42096480766867317,-0.23038573722479516,1,-0.2868611055017014,0,-1.6591786735116376,0,-0.3032221850577562,-0.31299496262369464,0,0,0,1
0,0,1,-0.18496702041681445,-0.2147911829057577,-0.30268835071839406,-0.21886326736083056,1,-0.2868611055017014,0,-1.0566191953778519,0,-0.3032221850577562,-0.31299496262369464,0,1,0,0
0,0,1,-0.110262435926382,-0.0775923625854561,-0.3575168753297873,0.25739882034970674,1,0.08175250572614423,0,2.8600174124917555,1,8.207149837971484,-0.31299496262369464,0,1,1,0
0,0,0,0.09799421234647451,0.8270516491684725,0.20839182512352145,-0.22654491393680698,1,0.45036611695398987,0,0.14849976088971945,1,-0.3032221850577562,6.284198306873515,0,1,0,1
0,0,1,-0.18675602715715137,-0.24323623391304752,-0.407764700499795,-0.20349997420887775,1,-0.655474716729547,0,0.14849976088971945,0,-0.3032221850577562,-0.31299496262369464,0,1,0,0
0,0,1,-0.1945626020240761,-0.27465145088897003,-0.4200556612146577,-0.23038573722479516,1,-0.655474716729547,0,-0.002140108643726989,0,-0.3032221850577562,-0.31299496262369464,1,1,0,1
0,0,1,0.651962860108074,2.577393301914235,4.035863429357254,-0.1612509180410075,1,0.45036611695398987,0,-0.45405971724406624,0,-0.3032221850577562,0.4200265117648842,0,1,1,1
0,0,1,-0.18789448599191122,-0.10215335040299552,-0.4195661208163417,-0.23038573722479516,1,1.5562069506375267,0,-0.15277997817717343,0,-0.3032221850577562,-0.31299496262369464,1,1,1,1
0,0,1,-0.08974307073797222,0.0891938802685325,-0.17607222341108864,0.48784821762899894,1,1.1875933394096811,0,5.4208951945603445,1,-0.3032221850577562,1.153047986153463,1,1,1,0
